dist_km,elevation_m,grade_pct,curvature_deg_100m,speed_kmh,legal_kmh,lat,lon
27.6,495.0,0.63,40.03,63.9,100,49.05276,12.99495
27.625,495.2,0.62,29.93,69.7,100,49.05289,12.99522
27.65,495.3,0.62,24.45,75.1,100,49.053,12.99552
27.675,495.5,0.63,15.62,80.1,100,49.05309,12.99583
27.7,495.6,0.62,7.05,84.8,100,49.05317,12.99615
27.725,495.8,0.63,4.32,88.0,100,49.05325,12.99647
27.75,495.9,0.62,3.03,88.0,100,49.05334,12.99679
27.775,496.1,0.62,2.26,88.0,100,49.05342,12.99711
27.8,496.2,0.63,1.61,88.0,100,49.05351,12.99742
27.825,496.4,0.62,1.61,88.0,100,49.05359,12.99774
27.85,496.6,0.63,1.61,88.0,100,49.05367,12.99806
27.875,496.7,0.62,3.1,88.0,100,49.05375,12.99838
27.9,496.9,0.62,5.95,88.0,100,49.05383,12.9987
27.925,497.0,0.63,17.87,88.0,100,49.05391,12.99903
27.95,497.2,0.62,17.87,88.0,100,49.05398,12.99935
27.975,497.3,0.63,17.87,88.0,100,49.05403,12.99969
28.0,497.5,0.62,20.74,88.0,100,49.05402,13.00003
28.025,497.7,0.62,19.47,88.0,100,49.05402,13.00037
28.05,497.8,0.63,7.69,88.0,100,49.05401,13.00072
28.075,498.0,0.62,8.18,88.0,100,49.05398,13.00105
28.1,498.1,0.63,8.47,88.0,100,49.05393,13.00139
28.125,498.3,0.62,3.25,88.0,100,49.05389,13.00173
28.15,498.4,0.62,3.37,87.9,100,49.05385,13.00206
28.175,498.6,0.63,7.03,83.3,100,49.05381,13.0024
28.2,498.8,0.62,15.56,78.5,100,49.05377,13.00274
28.225,498.9,0.63,26.1,73.4,100,49.05374,13.00308
28.25,499.1,0.62,35.45,67.9,100,49.05373,13.00342
28.275,499.2,0.62,42.65,61.9,100,49.05377,13.00376
28.3,499.4,0.63,47.23,58.8,100,49.05385,13.00408
28.325,499.5,0.62,46.49,59.3,100,49.05398,13.00436
28.35,499.7,0.63,42.77,61.8,100,49.05414,13.0046
28.375,499.8,0.62,35.36,67.8,100,49.05433,13.00478
28.4,500.0,0.62,26.76,73.3,100,49.05454,13.00492
28.425,500.2,0.63,18.91,78.4,100,49.05475,13.005
28.45,500.3,0.62,13.78,83.2,100,49.05497,13.00507
28.475,500.5,0.63,11.36,84.9,100,49.05519,13.00514
28.5,500.6,0.62,18.16,80.2,100,49.05541,13.00521
28.525,500.8,0.62,25.26,75.2,100,49.05563,13.00531
28.55,500.9,0.63,33.47,69.9,100,49.05584,13.00544
28.575,501.1,0.62,36.52,66.9,100,49.05602,13.00563
28.6,501.2,0.63,32.16,71.1,100,49.05619,13.00587
28.625,501.4,0.62,38.16,65.4,100,49.05632,13.00614
28.65,501.6,0.62,42.26,62.2,100,49.05642,13.00645
28.675,501.7,0.63,45.96,59.6,100,49.05653,13.00675
28.7,501.9,0.62,44.96,60.3,100,49.05669,13.00699
28.725,502.0,0.63,45.13,60.2,100,49.05688,13.00715
28.75,502.2,0.62,29.91,66.3,100,49.0571,13.00723
28.775,502.3,0.62,18.21,71.9,100,49.05733,13.00727
28.8,502.5,0.63,5.76,77.2,100,49.05755,13.0073
28.825,502.7,0.62,0.84,82.0,100,49.05777,13.00734
28.85,502.8,0.63,0.73,86.6,100,49.058,13.00738
28.875,503.0,0.62,1.75,88.0,100,49.05822,13.00741
28.9,503.1,0.62,5.26,88.0,100,49.05844,13.00745
28.925,503.3,0.63,10.37,88.0,100,49.05867,13.00748
28.95,503.4,0.62,14.44,88.0,100,49.05889,13.0075
28.975,503.6,0.63,16.77,88.0,100,49.05912,13.0075
29.0,503.8,0.62,19.04,88.0,100,49.05934,13.00746
29.025,503.9,0.62,16.92,88.0,100,49.05956,13.00738
29.05,504.1,0.63,11.94,88.0,100,49.05978,13.00729
29.075,504.2,0.62,8.17,88.0,100,49.05999,13.00717
29.1,504.4,0.63,7.14,88.0,100,49.0602,13.00707
29.125,504.5,0.62,4.28,88.0,100,49.06042,13.00696
29.15,504.7,0.62,3.98,88.0,100,49.06063,13.00686
29.175,504.8,0.63,3.92,88.0,100,49.06085,13.00677
29.2,505.0,0.62,3.95,88.0,100,49.06106,13.00668
29.225,505.2,0.63,5.73,88.0,100,49.06128,13.00658
29.25,505.3,0.62,8.5,88.0,100,49.06149,13.00648
29.275,505.5,0.62,13.61,88.0,100,49.06171,13.00637
29.3,505.6,0.63,16.29,88.0,100,49.06192,13.00624
29.325,505.8,0.62,20.44,88.0,100,49.06212,13.00609
29.35,505.9,0.63,21.61,86.9,100,49.0623,13.0059
29.375,506.1,0.62,22.83,84.6,100,49.06248,13.00569
29.4,506.2,0.62,17.81,88.0,100,49.06265,13.00546
29.425,506.4,0.63,15.42,88.0,100,49.06279,13.0052
29.45,506.6,0.62,13.58,88.0,100,49.06292,13.00492
29.475,506.7,0.63,10.74,88.0,100,49.06305,13.00463
29.5,506.9,0.62,9.98,88.0,100,49.06318,13.00435
29.525,507.0,0.62,15.49,87.0,100,49.06331,13.00408
29.55,507.2,0.63,21.41,82.4,100,49.06346,13.00382
29.575,507.3,0.62,25.93,77.6,100,49.06362,13.00357
29.6,507.5,0.63,31.17,72.4,100,49.0638,13.00337
29.625,507.7,0.62,30.16,73.6,100,49.06399,13.0032
29.65,507.8,0.62,24.2,78.7,100,49.0642,13.00309
29.675,508.0,0.62,17.92,83.5,100,49.06443,13.00302
29.7,508.1,0.62,10.7,88.0,100,49.06465,13.00298
29.725,508.3,0.62,3.67,88.0,100,49.06487,13.00293
29.75,508.4,0.62,1.03,88.0,100,49.06509,13.00288
29.775,508.6,0.61,0.23,88.0,100,49.06532,13.00283
29.8,508.7,0.61,0.81,88.0,100,49.06554,13.00278
29.825,508.9,0.6,1.31,88.0,100,49.06576,13.00273
29.85,509.0,0.6,3.41,88.0,100,49.06598,13.00268
29.875,509.2,0.59,9.81,88.0,100,49.06621,13.00263
29.9,509.3,0.58,15.28,88.0,100,49.06643,13.00259
29.925,509.5,0.58,16.64,88.0,100,49.06665,13.00257
29.95,509.6,0.57,22.87,84.5,100,49.06688,13.00259
29.975,509.8,0.56,24.13,82.3,100,49.0671,13.00266
30.0,509.9,0.56,18.94,86.9,100,49.06732,13.00274
30.025,510.0,0.55,13.67,88.0,100,49.06754,13.00276
30.05,510.2,0.54,13.92,88.0,100,49.06777,13.00277
30.075,510.3,0.53,11.0,88.0,100,49.06799,13.00276
30.1,510.4,0.53,13.98,88.0,100,49.06821,13.00275
30.125,510.6,0.52,17.69,88.0,100,49.06844,13.00273
30.15,510.7,0.51,21.84,86.5,100,49.06866,13.00267
30.175,510.8,0.51,20.34,88.0,100,49.06888,13.00257
30.2,511.0,0.5,20.81,88.0,100,49.06908,13.00244
30.225,511.1,0.5,15.57,88.0,100,49.06928,13.00227
30.25,511.2,0.49,11.06,88.0,100,49.06948,13.00211
30.275,511.3,0.49,6.85,88.0,100,49.06969,13.00198
30.3,511.4,0.48,7.24,88.0,100,49.0699,13.00186
30.325,511.6,0.48,5.61,88.0,100,49.07011,13.00174
30.35,511.7,0.48,5.26,88.0,100,49.07032,13.00162
30.375,511.8,0.48,4.85,88.0,100,49.07053,13.00149
30.4,511.9,0.48,4.81,88.0,100,49.07073,13.00134
30.425,512.0,0.48,3.87,88.0,100,49.07093,13.00119
30.45,512.2,0.48,3.05,87.9,100,49.07113,13.00104
30.475,512.3,0.48,5.63,83.4,100,49.07133,13.00089
30.5,512.4,0.48,9.04,78.6,100,49.07154,13.00074
30.525,512.5,0.48,11.1,73.4,100,49.07173,13.00057
30.55,512.6,0.48,26.22,67.9,100,49.07192,13.00039
30.575,512.8,0.48,42.56,62.0,100,49.0721,13.00018
30.6,512.9,0.48,45.58,59.9,100,49.07229,12.99999
30.625,513.0,0.48,42.23,62.2,100,49.0725,12.9999
30.65,513.1,0.48,51.55,56.3,100,49.07272,12.99994
30.675,513.2,0.48,66.65,49.5,100,49.07294,13.00003
30.7,513.4,0.48,76.99,46.1,100,49.07315,13.00013
30.725,513.5,0.48,86.99,43.3,100,49.07338,13.00014
30.75,513.6,0.48,90.93,42.4,100,49.07355,12.99994
30.775,513.7,0.48,80.19,45.1,100,49.07362,12.99961
30.8,513.8,0.48,51.27,53.1,100,49.07361,12.99927
30.825,514.0,0.48,25.2,59.9,100,49.07358,12.99893
30.85,514.1,0.48,10.82,66.1,100,49.07355,12.99859
30.875,514.2,0.48,7.43,71.7,100,49.07353,12.99825
30.9,514.3,0.48,10.84,77.0,100,49.07352,12.99791
30.925,514.4,0.48,13.53,81.9,100,49.07352,12.99756
30.95,514.6,0.48,15.04,86.5,100,49.07353,12.99722
30.975,514.7,0.48,14.92,87.4,100,49.07351,12.99688
31.0,514.8,0.48,20.26,82.8,100,49.07348,12.99654
31.025,514.9,0.48,24.91,78.0,100,49.07342,12.99621
31.05,515.0,0.48,30.8,72.8,100,49.07338,12.99587
31.075,515.2,0.48,34.88,68.4,100,49.07336,12.99553
31.1,515.3,0.48,40.63,63.4,100,49.07338,12.99519
31.125,515.4,0.48,37.18,66.3,100,49.07346,12.99486
31.15,515.5,0.48,28.95,71.9,100,49.07357,12.99457
31.175,515.6,0.48,19.73,77.1,100,49.07371,12.9943
31.2,515.8,0.48,14.22,82.0,100,49.07386,12.99404
31.225,515.9,0.48,11.29,86.6,100,49.07401,12.99379
31.25,516.0,0.48,8.85,88.0,100,49.07417,12.99354
31.275,516.1,0.48,8.53,88.0,100,49.07433,12.99331
31.3,516.2,0.48,7.91,88.0,100,49.07451,12.9931
31.325,516.3,0.48,9.14,88.0,100,49.07469,12.9929
31.35,516.5,0.48,13.82,83.4,100,49.07487,12.99269
31.375,516.6,0.48,26.41,78.6,100,49.07505,12.99248
31.4,516.7,0.48,29.04,75.0,100,49.07524,12.9923
31.425,516.8,0.48,30.1,73.7,100,49.07545,12.99218
31.45,516.9,0.48,26.76,78.1,100,49.07567,12.99215
31.475,517.1,0.48,19.32,83.0,100,49.07589,12.99214
31.5,517.2,0.48,11.95,87.5,100,49.07612,12.99212
31.525,517.3,0.48,13.62,88.0,100,49.07634,12.9921
31.55,517.4,0.48,13.88,88.0,100,49.07657,12.99206
31.575,517.5,0.48,16.22,88.0,100,49.07679,12.99198
31.6,517.7,0.48,15.83,88.0,100,49.077,12.99187
31.625,517.8,0.48,10.52,88.0,100,49.07721,12.99176
31.65,517.9,0.48,7.76,88.0,100,49.07741,12.99162
31.675,518.0,0.48,13.5,88.0,100,49.07762,12.99147
31.7,518.1,0.48,13.51,88.0,100,49.07782,12.99132
31.725,518.3,0.48,12.81,88.0,100,49.07802,12.99118
31.75,518.4,0.48,15.75,88.0,100,49.07824,12.99109
31.775,518.5,0.48,16.35,88.0,100,49.07846,12.99103
31.8,518.6,0.48,9.15,88.0,100,49.07868,12.99096
31.825,518.7,0.48,6.2,87.5,100,49.0789,12.99086
31.85,518.9,0.48,8.27,82.9,100,49.07911,12.99075
31.875,519.0,0.48,15.31,78.1,100,49.07933,12.99064
31.9,519.1,0.48,23.76,72.9,100,49.07954,12.99053
31.925,519.2,0.48,33.91,67.4,100,49.07975,12.99044
31.95,519.3,0.48,43.41,61.3,100,49.07998,12.99043
31.975,519.5,0.48,45.87,59.7,100,49.0802,12.99049
32.0,519.6,0.48,36.87,65.9,100,49.0804,12.99063
32.025,519.7,0.48,26.54,71.5,100,49.08059,12.99083
32.05,519.8,0.48,16.34,76.8,100,49.08075,12.99106
32.075,519.9,0.48,7.01,81.7,100,49.08092,12.9913
32.1,520.1,0.48,3.12,86.3,100,49.08108,12.99153
32.125,520.2,0.48,2.14,88.0,100,49.08124,12.99176
32.15,520.3,0.48,1.64,88.0,100,49.08141,12.992
32.175,520.4,0.48,2.78,88.0,100,49.08158,12.99222
32.2,520.5,0.48,3.78,88.0,100,49.08175,12.99245
32.225,520.7,0.48,3.56,88.0,100,49.08192,12.99267
32.25,520.8,0.48,7.03,88.0,100,49.08209,12.9929
32.275,520.9,0.48,10.18,88.0,100,49.08225,12.99314
32.3,521.0,0.48,13.2,88.0,100,49.08241,12.99338
32.325,521.1,0.48,13.5,88.0,100,49.08258,12.99361
32.35,521.3,0.48,12.83,88.0,100,49.08276,12.99381
32.375,521.4,0.48,10.43,88.0,100,49.08295,12.99399
32.4,521.5,0.48,7.77,88.0,100,49.08314,12.99416
32.425,521.6,0.48,5.22,88.0,100,49.08334,12.99433
32.45,521.7,0.48,8.22,88.0,100,49.08354,12.99449
32.475,521.9,0.48,13.13,88.0,100,49.08374,12.99465
32.5,522.0,0.48,14.05,88.0,100,49.08394,12.9948
32.525,522.1,0.48,14.91,88.0,100,49.08415,12.99491
32.55,522.2,0.48,17.63,88.0,100,49.08437,12.99499
32.575,522.3,0.48,18.09,88.0,100,49.08459,12.99505
32.6,522.5,0.48,16.53,88.0,100,49.08481,12.99512
32.625,522.6,0.48,20.54,88.0,100,49.08503,12.99522
32.65,522.7,0.48,21.22,87.7,100,49.08523,12.99536
32.675,522.8,0.48,19.43,88.0,100,49.08543,12.99552
32.7,522.9,0.48,16.89,88.0,100,49.08561,12.99573
32.725,523.1,0.48,14.59,88.0,100,49.08579,12.99594
32.75,523.2,0.48,12.47,88.0,100,49.08596,12.99617
32.775,523.3,0.48,11.52,88.0,100,49.08612,12.99641
32.8,523.4,0.48,10.03,88.0,100,49.08627,12.99666
32.825,523.5,0.48,8.04,88.0,100,49.08641,12.99693
32.85,523.7,0.48,8.36,88.0,100,49.08654,12.9972
32.875,523.8,0.48,6.66,88.0,100,49.08668,12.99747
32.9,523.9,0.48,6.78,88.0,100,49.08683,12.99774
32.925,524.0,0.48,6.25,88.0,100,49.08697,12.99799
32.95,524.1,0.48,9.98,88.0,100,49.08713,12.99824
32.975,524.3,0.48,10.7,88.0,100,49.08729,12.99848
33.0,524.4,0.48,10.96,88.0,100,49.08745,12.99872
33.025,524.5,0.48,11.58,88.0,100,49.08759,12.99899
33.05,524.6,0.48,14.35,88.0,100,49.08773,12.99926
33.075,524.7,0.48,15.06,88.0,100,49.08785,12.99955
33.1,524.9,0.48,18.18,88.0,100,49.08797,12.99985
33.125,525.0,0.48,19.03,88.0,100,49.08807,13.00015
33.15,525.1,0.48,18.16,88.0,100,49.08815,13.00047
33.175,525.2,0.48,15.4,88.0,100,49.0882,13.0008
33.2,525.3,0.48,12.29,88.0,100,49.08824,13.00114
33.225,525.5,0.48,8.44,88.0,100,49.08827,13.00148
33.25,525.6,0.48,8.36,88.0,100,49.0883,13.00182
33.275,525.7,0.48,13.29,88.0,100,49.08832,13.00216
33.3,525.8,0.48,16.74,88.0,100,49.08834,13.00251
33.325,525.9,0.48,20.57,88.0,100,49.08833,13.00285
33.35,526.1,0.48,21.2,87.8,100,49.0883,13.00319
33.375,526.2,0.48,21.55,87.1,100,49.08825,13.00352
33.4,526.3,0.48,19.63,88.0,100,49.08817,13.00385
33.425,526.4,0.48,18.55,88.0,100,49.08808,13.00416
33.45,526.5,0.48,14.15,88.0,100,49.08798,13.00446
33.475,526.7,0.48,13.73,88.0,100,49.08786,13.00475
33.5,526.8,0.48,14.15,88.0,100,49.08772,13.00503
33.525,526.9,0.48,10.86,88.0,100,49.08759,13.00531
33.55,527.0,0.48,8.05,88.0,100,49.08747,13.0056
33.575,527.1,0.48,6.92,88.0,100,49.08737,13.00591
33.6,527.2,0.48,5.39,86.5,100,49.08727,13.00621
33.625,527.4,0.48,1.71,81.9,100,49.08716,13.00651
33.65,527.5,0.48,1.94,77.0,100,49.08705,13.00682
33.675,527.6,0.48,7.61,71.7,100,49.08695,13.00712
33.7,527.7,0.48,25.74,66.1,100,49.08684,13.00742
33.725,527.8,0.48,39.37,59.9,100,49.08673,13.00772
33.75,528.0,0.48,58.08,53.0,100,49.08665,13.00804
33.775,528.1,0.48,69.13,48.6,100,49.08666,13.00838
33.8,528.2,0.48,78.33,45.7,100,49.08674,13.0087
33.825,528.3,0.48,69.53,48.5,100,49.08689,13.00895
33.85,528.4,0.48,55.9,54.1,100,49.08708,13.00912
33.875,528.6,0.48,42.47,60.8,100,49.0873,13.0092
33.9,528.7,0.48,33.86,66.9,100,49.08752,13.00921
33.925,528.8,0.48,21.78,72.5,100,49.08775,13.00921
33.95,528.9,0.48,12.47,77.7,100,49.08797,13.00925
33.975,529.0,0.48,12.9,82.5,100,49.08819,13.00932
34.0,529.2,0.48,7.31,87.1,100,49.08841,13.00941
34.025,529.3,0.48,4.47,88.0,100,49.08863,13.0095
34.05,529.4,0.48,1.59,88.0,100,49.08884,13.00958
34.075,529.5,0.48,1.53,84.6,100,49.08906,13.00966
34.1,529.6,0.48,0.58,79.9,100,49.08928,13.00975
34.125,529.8,0.48,0.61,74.9,100,49.0895,13.00983
34.15,529.9,0.48,0.13,69.5,100,49.08972,13.00992
34.175,530.0,0.48,0.12,63.7,100,49.08993,13.01
34.2,530.1,0.48,0.19,57.3,100,49.09015,13.01009
34.225,530.2,0.48,0.12,50.0,50,49.09037,13.01018
34.25,530.4,0.48,0.18,50.0,50,49.09059,13.01026
34.275,530.5,0.48,0.5,50.0,50,49.0908,13.01035
34.3,530.6,0.48,1.9,50.0,50,49.09102,13.01043
34.325,530.7,0.48,4.94,50.0,50,49.09124,13.01052
34.35,530.8,0.48,4.91,50.0,50,49.09146,13.0106
34.375,531.0,0.48,4.83,50.0,50,49.09168,13.01068
34.4,531.1,0.48,4.63,50.0,50,49.0919,13.01073
34.425,531.2,0.48,5.41,50.0,50,49.09212,13.01078
34.45,531.3,0.48,6.47,50.0,50,49.09234,13.01083
34.475,531.4,0.48,8.45,50.0,50,49.09257,13.01088
34.5,531.6,0.49,9.11,50.0,50,49.09279,13.01091
34.525,531.7,0.51,9.63,50.0,50,49.09302,13.01091
34.55,531.8,0.53,12.5,50.0,50,49.09324,13.0109
34.575,531.9,0.55,13.06,50.0,50,49.09346,13.01088
34.6,532.1,0.58,11.38,50.0,50,49.09369,13.01087
34.625,532.2,0.61,11.74,50.0,50,49.09391,13.01089
34.65,532.4,0.65,15.12,50.0,50,49.09413,13.01095
34.675,532.6,0.69,12.88,50.0,50,49.09436,13.01101
34.7,532.7,0.73,8.81,50.0,50,49.09458,13.01106
34.725,532.9,0.77,9.94,50.0,50,49.0948,13.01108
34.75,533.1,0.81,15.49,50.0,50,49.09503,13.01108
34.775,533.4,0.86,19.99,50.0,50,49.09525,13.01107
34.8,533.6,0.9,18.01,50.0,50,49.09548,13.01108
34.825,533.8,0.94,18.33,50.0,50,49.0957,13.01113
34.85,534.1,0.98,25.56,50.0,50,49.09591,13.01125
34.875,534.3,1.02,27.94,50.0,50,49.09612,13.01137
34.9,534.6,1.06,22.44,50.0,50,49.09633,13.01148
34.925,534.9,1.11,27.49,50.0,50,49.09655,13.01154
34.95,535.1,1.15,34.05,50.0,50,49.09678,13.01152
34.975,535.4,1.19,27.67,50.0,50,49.097,13.01153
35.0,535.7,1.23,19.42,50.0,50,49.09722,13.01158
35.025,536.1,1.26,18.14,50.0,50,49.09744,13.01169
35.05,536.4,1.29,12.88,50.0,50,49.09765,13.01178
35.075,536.7,1.31,6.14,50.0,50,49.09787,13.01186
35.1,537.1,1.33,3.86,50.0,50,49.09809,13.01193
35.125,537.4,1.34,3.18,50.0,50,49.09831,13.012
35.15,537.8,1.35,5.63,50.0,50,49.09853,13.01206
35.175,538.1,1.36,9.28,50.0,50,49.09875,13.01212
35.2,538.4,1.36,20.4,50.0,50,49.09898,13.01219
35.225,538.8,1.36,31.52,50.0,50,49.09919,13.01228
35.25,539.1,1.36,31.68,50.0,50,49.0994,13.0124
35.275,539.4,1.36,34.54,50.0,50,49.09958,13.0126
35.3,539.8,1.36,36.3,50.0,50,49.09973,13.01286
35.325,540.1,1.36,28.58,50.0,50,49.09987,13.01313
35.35,540.5,1.36,18.98,50.0,50,49.10004,13.01335
35.375,540.8,1.36,27.24,50.0,50,49.10023,13.01354
35.4,541.1,1.36,44.97,50.0,50,49.10043,13.01371
35.425,541.5,1.36,44.04,50.0,50,49.10062,13.01388
35.45,541.8,1.36,40.9,50.0,50,49.10079,13.0141
35.475,542.2,1.36,41.21,50.0,50,49.10086,13.01443
35.5,542.5,1.36,34.6,50.0,50,49.10091,13.01476
35.525,542.8,1.36,24.1,50.0,50,49.10096,13.0151
35.55,543.2,1.36,24.01,57.3,100,49.10102,13.01543
35.575,543.5,1.36,27.92,63.7,100,49.10107,13.01576
35.6,543.9,1.36,33.09,69.5,100,49.10105,13.0161
35.625,544.2,1.36,36.71,66.7,100,49.10101,13.01644
35.65,544.5,1.36,22.48,71.1,100,49.10094,13.01677
35.675,544.9,1.36,21.75,65.4,100,49.10084,13.01707
35.7,545.2,1.36,40.54,59.1,100,49.10072,13.01736
35.725,545.6,1.36,56.48,52.2,100,49.1006,13.01765
35.75,545.9,1.36,60.19,44.1,100,49.10049,13.01795
35.775,546.2,1.36,140.15,34.1,100,49.1005,13.01829
35.8,546.6,1.36,135.92,34.7,100,49.10062,13.01858
35.825,546.9,1.36,112.18,38.2,100,49.10076,13.01883
35.85,547.2,1.36,89.25,42.8,100,49.1009,13.01856
35.875,547.6,1.36,80.07,45.2,100,49.10104,13.01829
35.9,547.9,1.36,0.86,53.1,100,49.10118,13.01802
35.925,548.3,1.36,2.34,60.0,100,49.10131,13.01774
35.95,548.6,1.36,2.32,66.1,100,49.10145,13.01747
35.975,548.9,1.36,2.32,71.8,100,49.10158,13.0172
36.0,549.3,1.36,2.91,77.0,100,49.10171,13.01691
36.025,549.6,1.36,2.52,81.9,100,49.10184,13.01663
36.05,550.0,1.36,1.19,86.5,100,49.10197,13.01635
36.075,550.3,1.36,1.19,88.0,100,49.10209,13.01606
36.1,550.6,1.36,1.19,88.0,100,49.10222,13.01578
36.125,551.0,1.36,0.61,88.0,100,49.10234,13.01549
36.15,551.3,1.36,0.46,88.0,100,49.10247,13.01521
36.175,551.7,1.36,0.27,88.0,100,49.10259,13.01492
36.2,552.0,1.36,0.27,88.0,100,49.10272,13.01463
36.225,552.3,1.36,0.27,88.0,100,49.10284,13.01435
36.25,552.7,1.36,0.26,88.0,100,49.10296,13.01406
36.275,553.0,1.36,0.06,88.0,100,49.10309,13.01377
36.3,553.4,1.36,0.48,88.0,100,49.10321,13.01349
36.325,553.7,1.36,1.4,88.0,100,49.10333,13.0132
36.35,554.0,1.36,2.88,88.0,100,49.10346,13.01291
36.375,554.4,1.36,2.87,88.0,100,49.10358,13.01263
36.4,554.7,1.36,2.82,88.0,100,49.10371,13.01235
36.425,555.1,1.36,2.4,88.0,100,49.10383,13.01206
36.45,555.4,1.36,1.48,88.0,100,49.10396,13.01177
36.475,555.7,1.36,1.01,88.0,100,49.10408,13.01148
36.5,556.1,1.36,1.34,88.0,100,49.1042,13.01119
36.525,556.4,1.36,2.48,88.0,100,49.10432,13.01091
36.55,556.8,1.36,2.84,88.0,100,49.10445,13.01062
36.575,557.1,1.36,2.84,88.0,100,49.10458,13.01034
36.6,557.4,1.36,1.83,88.0,100,49.1047,13.01005
36.625,557.8,1.36,1.73,88.0,100,49.10483,13.00977
36.65,558.1,1.36,0.97,88.0,100,49.10495,13.00948
36.675,558.4,1.36,0.97,88.0,100,49.10507,13.00919
36.7,558.8,1.36,0.97,88.0,100,49.10519,13.0089
36.725,559.1,1.36,0.97,88.0,100,49.10531,13.00861
36.75,559.5,1.36,1.3,88.0,100,49.10544,13.00833
36.775,559.8,1.36,2.13,88.0,100,49.10556,13.00804
36.8,560.1,1.36,1.78,88.0,100,49.10569,13.00775
36.825,560.5,1.36,1.78,88.0,100,49.10581,13.00747
36.85,560.8,1.36,2.48,88.0,100,49.10594,13.00719
36.875,561.2,1.36,2.27,88.0,100,49.10607,13.00691
36.9,561.5,1.36,3.85,88.0,100,49.10621,13.00663
36.925,561.8,1.36,4.07,88.0,100,49.10633,13.00635
36.95,562.2,1.36,4.41,88.0,100,49.10646,13.00607
36.975,562.5,1.36,5.86,88.0,100,49.1066,13.0058
37.0,562.9,1.36,5.51,88.0,100,49.10674,13.00553
37.025,563.2,1.36,4.79,88.0,100,49.10688,13.00526
37.05,563.5,1.36,4.93,88.0,100,49.10703,13.005
37.075,563.9,1.36,4.6,88.0,100,49.10718,13.00474
37.1,564.2,1.36,2.44,88.0,100,49.10733,13.0045
37.125,564.6,1.36,2.45,88.0,100,49.10749,13.00425
37.15,564.9,1.36,3.14,88.0,100,49.10765,13.004
37.175,565.2,1.36,4.24,88.0,100,49.1078,13.00376
37.2,565.6,1.36,4.24,88.0,100,49.10796,13.00351
37.225,565.9,1.36,4.24,88.0,100,49.10813,13.00328
37.25,566.2,1.36,4.23,88.0,100,49.1083,13.00306
37.275,566.6,1.36,2.15,88.0,100,49.10847,13.00284
37.3,566.9,1.36,4.6,88.0,100,49.10864,13.00262
37.325,567.3,1.36,4.6,88.0,100,49.10881,13.00239
37.35,567.6,1.36,4.6,88.0,100,49.10899,13.00218
37.375,567.9,1.36,4.6,88.0,100,49.10917,13.00198
37.4,568.3,1.36,3.91,88.0,100,49.10936,13.00179
37.425,568.6,1.36,0.14,88.0,100,49.10954,13.00159
37.45,569.0,1.36,3.93,88.0,100,49.10973,13.0014
37.475,569.3,1.36,3.93,88.0,100,49.10991,13.0012
37.5,569.6,1.36,3.93,88.0,100,49.1101,13.00101
37.525,570.0,1.36,4.34,88.0,100,49.11029,13.00084
37.55,570.3,1.36,5.34,88.0,100,49.11049,13.00067
37.575,570.7,1.36,1.55,88.0,100,49.11068,13.0005
37.6,571.0,1.36,3.03,88.0,100,49.11088,13.00033
37.625,571.3,1.36,4.24,88.0,100,49.11108,13.00017
37.65,571.7,1.36,5.45,88.0,100,49.11128,13.00001
37.675,572.0,1.36,4.89,88.0,100,49.11148,12.99986
37.7,572.4,1.36,4.89,88.0,100,49.11168,12.99972
37.725,572.7,1.36,4.0,88.0,100,49.11189,12.99959
37.75,573.0,1.36,3.58,88.0,100,49.1121,12.99946
37.775,573.4,1.36,2.61,88.0,100,49.11231,12.99933
37.8,573.7,1.36,3.3,88.0,100,49.11252,12.99921
37.825,574.1,1.36,3.3,88.0,100,49.11273,12.99909
37.85,574.4,1.36,4.72,88.0,100,49.11294,12.99898
37.875,574.7,1.36,4.15,88.0,100,49.11316,12.99888
37.9,575.1,1.36,3.72,88.0,100,49.11337,12.99877
37.925,575.4,1.36,3.39,88.0,100,49.11359,12.99869
37.95,575.8,1.36,4.13,88.0,100,49.11381,12.9986
37.975,576.1,1.36,3.76,88.0,100,49.11402,12.99851
38.0,576.4,1.36,4.4,88.0,100,49.11424,12.99843
38.025,576.8,1.36,4.18,88.0,100,49.11446,12.99836
38.05,577.1,1.36,3.4,88.0,100,49.11468,12.9983
38.075,577.4,1.36,4.24,88.0,100,49.11491,12.99824
38.1,577.8,1.36,2.61,88.0,100,49.11513,12.99819
38.125,578.1,1.36,1.75,88.0,100,49.11535,12.99814
38.15,578.5,1.36,4.08,88.0,100,49.11557,12.99809
38.175,578.8,1.36,5.46,88.0,100,49.1158,12.99805
38.2,579.1,1.36,3.88,88.0,100,49.11602,12.99801
38.225,579.5,1.36,3.88,88.0,100,49.11624,12.99798
38.25,579.8,1.36,4.82,88.0,100,49.11647,12.99797
38.275,580.2,1.36,3.52,88.0,100,49.11669,12.99796
38.3,580.5,1.36,1.97,88.0,100,49.11692,12.99794
38.325,580.8,1.36,3.75,88.0,100,49.11714,12.99794
38.35,581.2,1.36,6.02,88.0,100,49.11737,12.99794
38.375,581.5,1.36,5.07,88.0,100,49.11759,12.99794
38.4,581.9,1.36,4.05,88.0,100,49.11782,12.99796
38.425,582.2,1.36,4.05,88.0,100,49.11804,12.99799
38.45,582.5,1.36,2.27,88.0,100,49.11826,12.99802
38.475,582.9,1.36,0.0,88.0,100,49.11849,12.99805
